pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category,days_stayed,total_days_stayed,total_hours_stayed,condition_is_missing
ANSL_62912,2016-05-26 00:00:00,2017-04-22 16:21:00,1.0,Tricolor,0.82,38.09,0,1,0.0,2,331 days 16:21:00.000000000,331,16.35,0
ANSL_63455,2016-07-16 00:00:00,2016-10-05 17:36:00,0.0,Calico Point,0.07,24.21,7,1,1.0,1,81 days 17:36:00.000000000,81,17.6,0
ANSL_51472,2018-02-26 00:00:00,2018-09-18 14:42:00,-1.0,Tricolor,0.45,22.25,13,9,2.0,4,204 days 14:42:00.000000000,204,14.7,1
ANSL_69154,2016-10-19 00:00:00,2016-12-09 14:19:00,2.0,Blue Tabby,0.08,19.4,13,9,1.0,1,51 days 14:19:00.000000000,51,14.32,0
ANSL_72701,2017-07-26 00:00:00,2017-11-21 14:12:00,0.0,Calico,0.07,47.36,0,1,1.0,1,118 days 14:12:00.000000000,118,14.2,0
ANSL_61293,2002-07-09 00:00:00,2017-07-31 20:10:00,1.0,Black,0.46,37.39,18,4,0.0,1,5501 days 20:10:00.000000000,5501,20.17,0
ANSL_58272,2016-08-09 00:00:00,2018-01-31 18:55:00,1.0,Tricolor,0.03,9.49,0,7,0.0,2,540 days 18:55:00.000000000,540,18.92,0
ANSL_55282,2016-06-17 00:00:00,2017-07-08 18:36:00,-1.0,Brown,0.33,32.27,15,4,2.0,4,386 days 18:36:00.000000000,386,18.6,1
ANSL_58950,2018-11-01 00:00:00,2018-11-30 10:52:00,-1.0,Orange,0.34,13.3,13,9,2.0,1,29 days 10:52:00.000000000,29,10.87,1
ANSL_56851,2016-06-05 00:00:00,2016-09-01 13:12:00,0.0,Tricolor,0.13,21.12,0,1,1.0,2,88 days 13:12:00.000000000,88,13.2,0
ANSL_62403,2015-08-21 00:00:00,2017-09-13 15:27:00,2.0,Brown,0.59,16.24,0,7,1.0,2,754 days 15:27:00.000000000,754,15.45,0
ANSL_75262,2016-03-12 00:00:00,2019-04-05 16:48:00,2.0,Tan,0.58,15.59,0,7,0.0,2,1119 days 16:48:00.000000000,1119,16.8,0
ANSL_75707,2007-03-21 00:00:00,2019-04-11 13:30:00,2.0,Brown Tabby,0.47,17.23,18,4,1.0,1,4404 days 13:30:00.000000000,4404,13.5,0
ANSL_68957,2017-07-16 00:00:00,2017-09-05 14:10:00,2.0,Brown Tabby,0.46,21.82,13,9,0.0,1,51 days 14:10:00.000000000,51,14.17,0
ANSL_54906,2006-11-17 00:00:00,2018-11-02 19:03:00,1.0,Brown Tabby,0.86,43.32,0,7,0.0,1,4368 days 19:03:00.000000000,4368,19.05,0
ANSL_64382,2016-07-25 00:00:00,2017-03-05 13:19:00,1.0,Cream,0.15,17.29,13,9,0.0,2,223 days 13:19:00.000000000,223,13.32,0
ANSL_53506,2018-05-26 00:00:00,2018-06-17 10:27:00,-1.0,White,0.42,43.82,6,2,2.0,4,22 days 10:27:00.000000000,22,10.45,1
ANSL_51911,2016-08-22 00:00:00,2016-11-23 17:00:00,1.0,Black,0.45,15.26,0,1,0.0,1,93 days 17:00:00.000000000,93,17.0,0
ANSL_74951,2001-06-03 00:00:00,2016-08-27 16:14:00,0.0,Yellow,0.18,15.24,0,7,1.0,2,5564 days 16:14:00.000000000,5564,16.23,0
ANSL_67266,2018-03-22 00:00:00,2018-10-13 09:07:00,-1.0,Brown,0.92,46.37,15,4,2.0,4,205 days 09:07:00.000000000,205,9.12,1
ANSL_56934,2017-09-23 00:00:00,2018-02-15 17:28:00,2.0,Brown,0.25,43.03,13,9,0.0,2,145 days 17:28:00.000000000,145,17.47,0
ANSL_72858,2016-07-29 00:00:00,2016-09-03 13:43:00,-1.0,Black,0.78,22.52,13,9,2.0,1,36 days 13:43:00.000000000,36,13.72,1
ANSL_75942,2019-01-12 00:00:00,2019-04-21 18:14:00,1.0,Brown Tabby,0.31,30.49,0,1,0.0,1,99 days 18:14:00.000000000,99,18.23,0
ANSL_76776,2012-04-18 00:00:00,2019-05-10 17:11:00,2.0,White,0.54,23.92,0,7,1.0,2,2578 days 17:11:00.000000000,2578,17.18,0
ANSL_69452,2016-11-01 00:00:00,2018-11-24 11:32:00,-1.0,Black,0.14,21.58,0,3,2.0,4,753 days 11:32:00.000000000,753,11.53,1
ANSL_54360,2016-06-11 00:00:00,2018-07-10 12:45:00,2.0,Tan,0.99,33.67,0,7,0.0,2,759 days 12:45:00.000000000,759,12.75,0
ANSL_53985,2018-05-30 00:00:00,2018-06-27 13:34:00,-1.0,Cream,0.37,28.45,13,9,2.0,1,28 days 13:34:00.000000000,28,13.57,1
ANSL_56365,2017-06-03 00:00:00,2017-09-12 17:57:00,0.0,Brown Brindle,0.9,30.94,0,1,1.0,2,101 days 17:57:00.000000000,101,17.95,0
ANSL_56392,2014-01-01 00:00:00,2017-02-03 18:41:00,1.0,Brown,0.8,44.72,0,1,0.0,2,1129 days 18:41:00.000000000,1129,18.68,0
ANSL_74336,2008-09-08 00:00:00,2016-09-29 16:47:00,2.0,Brown,0.97,10.28,0,7,0.0,2,2943 days 16:47:00.000000000,2943,16.78,0
ANSL_74654,2014-01-27 00:00:00,2018-02-18 16:27:00,1.0,Orange Tabby,0.96,15.11,0,7,0.0,1,1483 days 16:27:00.000000000,1483,16.45,0
ANSL_70978,2017-01-22 00:00:00,2017-04-30 17:24:00,1.0,Tricolor,0.1,5.52,0,1,0.0,2,98 days 17:24:00.000000000,98,17.4,0
ANSL_65502,2014-06-16 00:00:00,2017-07-07 15:35:00,0.0,Tan,0.01,45.15,0,7,1.0,2,1117 days 15:35:00.000000000,1117,15.58,0
ANSL_66740,2017-01-06 00:00:00,2018-03-31 12:49:00,0.0,Black,0.05,5.56,0,1,1.0,2,449 days 12:49:00.000000000,449,12.82,0
ANSL_51681,2016-05-04 00:00:00,2017-05-28 17:09:00,1.0,White,0.5,25.54,0,1,0.0,2,389 days 17:09:00.000000000,389,17.15,0
ANSL_74504,2014-01-29 00:00:00,2017-11-10 17:58:00,0.0,Tan,0.64,23.31,0,1,1.0,2,1381 days 17:58:00.000000000,1381,17.97,0
ANSL_75644,2018-09-24 00:00:00,2019-04-14 14:01:00,2.0,White,0.95,46.81,0,7,0.0,2,202 days 14:01:00.000000000,202,14.02,0
ANSL_69311,2017-12-08 00:00:00,2018-06-01 18:19:00,0.0,Black,0.75,27.01,0,1,1.0,2,175 days 18:19:00.000000000,175,18.32,0
ANSL_74770,2016-08-06 00:00:00,2016-08-29 14:59:00,-1.0,Black,0.89,31.07,18,4,2.0,1,23 days 14:59:00.000000000,23,14.98,1
ANSL_64812,2008-09-24 00:00:00,2017-06-03 16:25:00,0.0,Chocolate,0.14,27.45,0,1,1.0,2,3174 days 16:25:00.000000000,3174,16.42,0
ANSL_65473,2011-12-01 00:00:00,2017-07-10 15:34:00,1.0,Tan,0.67,22.23,0,7,0.0,2,2048 days 15:34:00.000000000,2048,15.57,0
ANSL_68280,2012-08-03 00:00:00,2017-08-26 17:12:00,0.0,Red,0.34,10.47,0,1,1.0,2,1849 days 17:12:00.000000000,1849,17.2,0
ANSL_54782,2014-12-26 00:00:00,2017-01-20 14:59:00,2.0,Tan,0.24,49.47,13,9,1.0,2,756 days 14:59:00.000000000,756,14.98,0
ANSL_54943,2018-06-28 00:00:00,2018-09-03 18:36:00,2.0,Black,0.3,40.18,13,9,0.0,2,67 days 18:36:00.000000000,67,18.6,0
ANSL_61427,2017-06-30 00:00:00,2017-10-19 20:29:00,0.0,Brown Tabby,0.42,43.11,7,1,1.0,1,111 days 20:29:00.000000000,111,20.48,0
ANSL_70213,2018-05-16 00:00:00,2018-12-12 12:03:00,1.0,Brown Brindle,0.33,47.91,0,1,0.0,2,210 days 12:03:00.000000000,210,12.05,0
ANSL_56932,2016-08-02 00:00:00,2017-08-24 14:25:00,1.0,Tan,0.13,9.3,0,7,0.0,2,387 days 14:25:00.000000000,387,14.42,0
ANSL_69253,2011-06-14 00:00:00,2018-07-05 11:50:00,1.0,Black,0.51,34.3,0,7,0.0,2,2578 days 11:50:00.000000000,2578,11.83,0
ANSL_60309,2016-07-20 00:00:00,2017-08-15 11:07:00,0.0,Gray,0.21,5.04,0,7,1.0,2,391 days 11:07:00.000000000,391,11.12,0
ANSL_54498,2016-06-17 00:00:00,2017-12-18 12:54:00,1.0,White,0.96,23.44,0,1,0.0,2,549 days 12:54:00.000000000,549,12.9,0
ANSL_57116,2014-05-01 00:00:00,2017-07-12 11:39:00,1.0,Brown Brindle,0.51,36.46,0,1,0.0,2,1168 days 11:39:00.000000000,1168,11.65,0
ANSL_57519,2017-02-12 00:00:00,2018-03-04 16:00:00,0.0,Brown Tabby,0.38,28.9,0,1,1.0,1,385 days 16:00:00.000000000,385,16.0,0
ANSL_75950,2017-04-01 00:00:00,2019-04-22 09:09:00,-1.0,Brown,0.75,49.52,15,4,2.0,4,751 days 09:09:00.000000000,751,9.15,1
ANSL_62560,2010-12-31 00:00:00,2018-09-08 16:04:00,0.0,Red,0.23,47.44,0,1,1.0,2,2808 days 16:04:00.000000000,2808,16.07,0
ANSL_51153,2016-01-15 00:00:00,2018-03-07 14:53:00,0.0,Calico,0.59,43.12,0,1,1.0,1,782 days 14:53:00.000000000,782,14.88,0
ANSL_73818,2017-12-02 00:00:00,2018-08-22 16:40:00,0.0,Blue,0.57,23.47,0,7,1.0,2,263 days 16:40:00.000000000,263,16.67,0
ANSL_69393,2017-07-06 00:00:00,2017-08-11 00:00:00,2.0,Cream,0.06,25.97,13,9,0.0,1,36 days 00:00:00.000000000,36,0.0,0
ANSL_53444,2009-10-21 00:00:00,2017-11-12 09:00:00,0.0,Calico,0.84,24.54,16,9,1.0,1,2944 days 09:00:00.000000000,2944,9.0,0
ANSL_51864,2013-03-03 00:00:00,2017-09-21 15:18:00,1.0,White,0.13,37.1,0,1,0.0,1,1663 days 15:18:00.000000000,1663,15.3,0
ANSL_60894,2014-09-15 00:00:00,2016-10-08 11:37:00,2.0,Chocolate,0.8,25.6,13,9,1.0,4,754 days 11:37:00.000000000,754,11.62,0
ANSL_64899,2014-10-25 00:00:00,2017-01-02 13:06:00,0.0,Fawn,0.34,23.39,0,1,1.0,2,800 days 13:06:00.000000000,800,13.1,0
ANSL_50321,2016-02-22 00:00:00,2017-08-04 17:22:00,1.0,Black,0.66,10.14,0,7,0.0,2,529 days 17:22:00.000000000,529,17.37,0
ANSL_73307,2017-07-17 00:00:00,2017-10-10 18:48:00,0.0,Tortie,0.6,39.97,0,1,1.0,1,85 days 18:48:00.000000000,85,18.8,0
ANSL_72205,2013-11-30 00:00:00,2016-09-29 18:01:00,1.0,Black,1.0,11.58,0,1,0.0,2,1034 days 18:01:00.000000000,1034,18.02,0
ANSL_50557,2016-10-19 00:00:00,2017-03-10 17:15:00,2.0,Brown Tabby,0.03,19.86,0,1,0.0,1,142 days 17:15:00.000000000,142,17.25,0
ANSL_67554,2012-11-23 00:00:00,2018-12-21 14:16:00,1.0,Black,0.83,7.32,0,1,0.0,2,2219 days 14:16:00.000000000,2219,14.27,0
ANSL_64904,2018-03-19 00:00:00,2018-12-07 11:59:00,2.0,White,0.47,11.98,0,7,1.0,2,263 days 11:59:00.000000000,263,11.98,0
ANSL_65939,2007-06-23 00:00:00,2017-10-27 00:00:00,0.0,White,0.13,39.35,13,9,1.0,2,3779 days 00:00:00.000000000,3779,0.0,0
ANSL_68305,2018-01-19 00:00:00,2018-10-14 16:26:00,1.0,White,0.24,18.67,0,1,0.0,2,268 days 16:26:00.000000000,268,16.43,0
ANSL_61421,2016-10-11 00:00:00,2016-12-27 09:28:00,2.0,Sable,0.68,5.26,13,9,1.0,2,77 days 09:28:00.000000000,77,9.47,0
ANSL_62283,2011-09-19 00:00:00,2016-10-30 12:50:00,1.0,Tan,0.0,41.77,0,7,0.0,2,1868 days 12:50:00.000000000,1868,12.83,0
ANSL_76736,2018-04-18 00:00:00,2019-05-09 18:08:00,2.0,Lynx Point,0.89,40.02,18,4,0.0,1,386 days 18:08:00.000000000,386,18.13,0
ANSL_52707,2013-07-12 00:00:00,2016-08-07 17:31:00,1.0,White,0.66,23.04,0,1,0.0,2,1122 days 17:31:00.000000000,1122,17.52,0
ANSL_62626,2016-10-20 00:00:00,2017-02-21 13:47:00,1.0,Blue,0.31,13.18,7,1,0.0,1,124 days 13:47:00.000000000,124,13.78,0
ANSL_68263,2016-12-07 00:00:00,2017-12-28 09:00:00,1.0,Black,0.99,30.16,16,9,0.0,1,386 days 09:00:00.000000000,386,9.0,0
ANSL_58481,2014-07-14 00:00:00,2016-08-06 17:18:00,2.0,Red,0.11,15.73,13,9,1.0,2,754 days 17:18:00.000000000,754,17.3,0
ANSL_76516,2018-07-18 00:00:00,2019-05-04 18:43:00,1.0,Brown Tabby,0.52,44.97,0,1,0.0,1,290 days 18:43:00.000000000,290,18.72,0
ANSL_58033,2012-11-16 00:00:00,2016-12-08 10:58:00,2.0,Black,0.24,30.43,15,4,1.0,1,1483 days 10:58:00.000000000,1483,10.97,0
ANSL_59069,2017-05-21 00:00:00,2017-08-16 16:00:00,0.0,Brown Brindle,0.73,11.79,0,1,1.0,2,87 days 16:00:00.000000000,87,16.0,0
ANSL_75625,2013-03-20 00:00:00,2019-04-13 19:00:00,1.0,Black,0.45,32.16,0,1,0.0,1,2215 days 19:00:00.000000000,2215,19.0,0
ANSL_50123,2016-07-27 00:00:00,2016-11-13 17:11:00,1.0,Orange Tabby,0.92,22.09,0,1,0.0,1,109 days 17:11:00.000000000,109,17.18,0
ANSL_68886,2017-12-11 00:00:00,2018-01-31 16:44:00,-1.0,Tan,0.89,25.49,18,4,2.0,2,51 days 16:44:00.000000000,51,16.73,1
ANSL_55489,2016-07-04 00:00:00,2016-11-13 11:33:00,2.0,Black,0.85,12.46,13,9,1.0,2,132 days 11:33:00.000000000,132,11.55,0
ANSL_53662,2015-12-02 00:00:00,2016-12-22 13:09:00,-1.0,Brown,0.62,49.92,15,4,2.0,4,386 days 13:09:00.000000000,386,13.15,1
ANSL_55236,2003-12-23 00:00:00,2018-01-13 00:00:00,0.0,Black,0.86,18.89,0,7,1.0,2,5135 days 00:00:00.000000000,5135,0.0,0
ANSL_55721,2016-03-12 00:00:00,2018-04-01 09:17:00,-1.0,Red,0.01,35.84,15,4,2.0,4,750 days 09:17:00.000000000,750,9.28,1
ANSL_76452,2018-11-12 00:00:00,2019-05-03 17:46:00,2.0,Black,0.69,38.89,0,7,0.0,2,172 days 17:46:00.000000000,172,17.77,0
ANSL_61244,2016-05-06 00:00:00,2017-05-26 13:06:00,1.0,Red Merle,0.03,12.69,0,1,0.0,2,385 days 13:06:00.000000000,385,13.1,0
ANSL_63696,2017-07-06 00:00:00,2017-12-27 09:00:00,2.0,White,0.64,20.86,16,9,0.0,1,174 days 09:00:00.000000000,174,9.0,0
ANSL_65645,2017-07-03 00:00:00,2017-10-28 16:38:00,2.0,Chocolate,0.47,30.69,13,9,1.0,2,117 days 16:38:00.000000000,117,16.63,0
ANSL_73687,2018-06-08 00:00:00,2019-03-06 16:22:00,0.0,Tan,0.47,10.9,0,1,1.0,2,271 days 16:22:00.000000000,271,16.37,0
ANSL_50769,2016-02-27 00:00:00,2018-07-15 12:03:00,0.0,White,0.63,9.79,7,1,1.0,2,869 days 12:03:00.000000000,869,12.05,0
ANSL_62605,2016-07-01 00:00:00,2016-10-13 19:05:00,0.0,Tan,0.64,48.35,0,1,1.0,2,104 days 19:05:00.000000000,104,19.08,0
ANSL_73471,2016-06-08 00:00:00,2016-09-14 10:56:00,1.0,Cream Tabby,0.42,13.41,7,1,0.0,1,98 days 10:56:00.000000000,98,10.93,0
ANSL_70046,2011-07-28 00:00:00,2016-07-28 12:16:00,1.0,Black,0.95,7.26,0,7,0.0,2,1827 days 12:16:00.000000000,1827,12.27,0
ANSL_75525,2018-03-19 00:00:00,2019-04-11 15:00:00,2.0,Brown Tabby,0.92,47.47,0,3,1.0,1,388 days 15:00:00.000000000,388,15.0,0
ANSL_64563,2018-11-05 00:00:00,2019-02-08 18:15:00,0.0,White,0.3,30.21,0,1,1.0,1,95 days 18:15:00.000000000,95,18.25,0
ANSL_51582,2015-01-01 00:00:00,2018-01-22 14:00:00,1.0,Lynx Point,0.99,8.1,0,7,0.0,1,1117 days 14:00:00.000000000,1117,14.0,0
ANSL_52637,2018-04-24 00:00:00,2018-07-10 15:21:00,2.0,Cream,0.48,49.95,13,9,1.0,2,77 days 15:21:00.000000000,77,15.35,0
ANSL_64161,2016-09-28 00:00:00,2017-11-17 18:22:00,0.0,Calico,0.62,36.17,13,9,1.0,1,415 days 18:22:00.000000000,415,18.37,0
ANSL_66513,2015-11-17 00:00:00,2016-12-14 14:16:00,1.0,Orange Tabby,0.98,32.33,13,9,0.0,1,393 days 14:16:00.000000000,393,14.27,0
ANSL_51440,2017-12-21 00:00:00,2018-09-30 15:34:00,1.0,Tricolor,0.59,45.4,13,9,0.0,2,283 days 15:34:00.000000000,283,15.57,0
ANSL_71303,2012-10-20 00:00:00,2016-11-09 11:03:00,2.0,Torbie,0.65,19.21,18,4,1.0,1,1481 days 11:03:00.000000000,1481,11.05,0
ANSL_73417,2016-09-06 00:00:00,2018-03-25 13:56:00,0.0,Lynx Point,0.84,7.22,13,9,1.0,1,565 days 13:56:00.000000000,565,13.93,0
ANSL_53977,2013-08-13 00:00:00,2018-09-04 13:41:00,1.0,Blue,0.85,11.33,0,7,0.0,1,1848 days 13:41:00.000000000,1848,13.68,0
ANSL_51221,2016-06-14 00:00:00,2018-07-09 17:04:00,0.0,Tricolor,0.74,8.78,0,1,1.0,2,755 days 17:04:00.000000000,755,17.07,0
ANSL_62420,2017-05-22 00:00:00,2017-09-18 18:19:00,1.0,Black,0.12,31.92,0,1,0.0,1,119 days 18:19:00.000000000,119,18.32,0
ANSL_63594,2017-07-08 00:00:00,2017-10-08 18:45:00,1.0,Brown Tabby,0.8,19.63,0,1,0.0,1,92 days 18:45:00.000000000,92,18.75,0
ANSL_55956,2013-08-20 00:00:00,2018-09-19 16:00:00,0.0,Brown,0.07,33.26,0,1,1.0,2,1856 days 16:00:00.000000000,1856,16.0,0
ANSL_65373,2015-10-31 00:00:00,2016-09-02 11:59:00,2.0,Black,0.84,31.02,18,4,0.0,1,307 days 11:59:00.000000000,307,11.98,0
ANSL_53257,2011-12-19 00:00:00,2016-10-09 15:49:00,0.0,Black,0.61,44.23,0,7,1.0,2,1756 days 15:49:00.000000000,1756,15.82,0
ANSL_68490,2016-05-18 00:00:00,2017-06-16 15:55:00,1.0,White,0.29,33.11,0,1,0.0,2,394 days 15:55:00.000000000,394,15.92,0
ANSL_64953,2016-05-13 00:00:00,2017-06-08 18:42:00,1.0,Red,0.23,9.74,0,1,0.0,2,391 days 18:42:00.000000000,391,18.7,0
ANSL_51293,2014-10-29 00:00:00,2016-11-29 11:02:00,2.0,Black,1.0,28.7,0,7,1.0,2,762 days 11:02:00.000000000,762,11.03,0
ANSL_56277,2017-11-04 00:00:00,2017-12-10 14:41:00,-1.0,Black,0.94,39.09,13,9,2.0,1,36 days 14:41:00.000000000,36,14.68,1
ANSL_67746,2016-07-04 00:00:00,2016-09-28 15:50:00,1.0,Black,0.82,28.12,0,1,0.0,1,86 days 15:50:00.000000000,86,15.83,0
ANSL_63493,2016-08-21 00:00:00,2018-10-03 11:13:00,2.0,Brown,0.28,22.69,13,9,0.0,2,773 days 11:13:00.000000000,773,11.22,0
ANSL_55813,2014-05-17 00:00:00,2017-06-06 12:40:00,1.0,Red,0.63,45.49,0,7,0.0,2,1116 days 12:40:00.000000000,1116,12.67,0
ANSL_74779,2017-08-02 00:00:00,2018-09-05 09:56:00,0.0,White,0.37,29.93,13,9,1.0,1,399 days 09:56:00.000000000,399,9.93,0
ANSL_58134,2016-12-03 00:00:00,2017-03-10 19:00:00,1.0,Blue Tabby,0.67,32.09,0,1,0.0,1,97 days 19:00:00.000000000,97,19.0,0
ANSL_72200,2016-11-04 00:00:00,2017-11-25 17:06:00,-1.0,Black,0.71,27.64,15,4,2.0,4,386 days 17:06:00.000000000,386,17.1,1
ANSL_73631,2018-03-17 00:00:00,2018-06-12 12:37:00,1.0,Sable,0.8,20.06,0,1,0.0,2,87 days 12:37:00.000000000,87,12.62,0
ANSL_54647,2015-07-26 00:00:00,2016-08-20 18:45:00,1.0,White,0.6,37.66,0,1,0.0,1,391 days 18:45:00.000000000,391,18.75,0
ANSL_69022,2012-11-06 00:00:00,2016-11-27 16:36:00,1.0,Brown Brindle,0.62,29.04,0,7,0.0,2,1482 days 16:36:00.000000000,1482,16.6,0
ANSL_73360,2016-07-21 00:00:00,2016-09-02 15:41:00,-1.0,Black,0.2,39.18,13,9,2.0,1,43 days 15:41:00.000000000,43,15.68,1
ANSL_65367,2012-01-31 00:00:00,2017-02-23 17:36:00,0.0,Blue Merle,0.06,16.2,0,7,1.0,2,1850 days 17:36:00.000000000,1850,17.6,0
ANSL_59357,2017-08-12 00:00:00,2018-06-04 10:08:00,1.0,Cream Tabby,0.1,11.61,7,1,0.0,1,296 days 10:08:00.000000000,296,10.13,0
ANSL_68259,2016-09-29 00:00:00,2018-10-21 11:49:00,2.0,Red,0.19,6.68,13,9,1.0,2,752 days 11:49:00.000000000,752,11.82,0
ANSL_58723,2016-07-17 00:00:00,2016-10-09 16:06:00,0.0,Calico,0.82,7.57,0,1,1.0,1,84 days 16:06:00.000000000,84,16.1,0
ANSL_76829,2014-06-03 00:00:00,2019-05-11 00:00:00,2.0,Brown Brindle,0.39,20.49,13,9,0.0,2,1803 days 00:00:00.000000000,1803,0.0,0
ANSL_68926,2018-04-16 00:00:00,2018-08-07 09:06:00,2.0,Blue,0.84,14.21,13,9,1.0,1,113 days 09:06:00.000000000,113,9.1,0
ANSL_73789,2016-07-31 00:00:00,2017-02-26 18:30:00,1.0,Sable,0.27,13.12,0,1,0.0,2,210 days 18:30:00.000000000,210,18.5,0
ANSL_65345,2016-11-08 00:00:00,2018-12-31 18:27:00,0.0,White,0.17,44.99,0,1,1.0,2,783 days 18:27:00.000000000,783,18.45,0
ANSL_55887,2016-01-05 00:00:00,2017-11-04 18:14:00,1.0,Blue,0.06,31.36,0,1,0.0,2,669 days 18:14:00.000000000,669,18.23,0
ANSL_57058,2008-09-30 00:00:00,2018-10-20 12:51:00,1.0,Blue Merle,0.28,46.12,0,7,0.0,2,3672 days 12:51:00.000000000,3672,12.85,0
ANSL_50856,2012-06-06 00:00:00,2018-06-27 11:26:00,0.0,Cream,0.1,35.86,0,7,1.0,2,2212 days 11:26:00.000000000,2212,11.43,0
ANSL_75178,2017-07-29 00:00:00,2017-10-19 20:36:00,1.0,Orange Tabby,0.91,31.48,7,1,0.0,1,82 days 20:36:00.000000000,82,20.6,0
ANSL_58112,2013-04-06 00:00:00,2017-10-15 08:55:00,0.0,Brown Brindle,0.0,32.48,7,1,1.0,2,1653 days 08:55:00.000000000,1653,8.92,0
ANSL_57920,2013-12-15 00:00:00,2017-01-05 09:00:00,2.0,Brown Tabby,0.2,7.66,16,9,0.0,1,1117 days 09:00:00.000000000,1117,9.0,0
ANSL_52586,2016-04-27 00:00:00,2018-05-22 12:24:00,0.0,Brown Tabby,0.04,6.53,0,1,1.0,1,755 days 12:24:00.000000000,755,12.4,0
ANSL_55951,2016-12-12 00:00:00,2017-04-03 13:28:00,0.0,Black,0.85,9.82,13,9,1.0,1,112 days 13:28:00.000000000,112,13.47,0
ANSL_76066,2017-03-30 00:00:00,2019-04-24 17:34:00,2.0,Gray Tabby,0.11,35.9,17,9,1.0,1,755 days 17:34:00.000000000,755,17.57,0
ANSL_69052,2017-08-02 00:00:00,2018-08-27 18:16:00,1.0,Black,0.91,13.4,0,1,0.0,1,390 days 18:16:00.000000000,390,18.27,0
ANSL_52785,2016-06-03 00:00:00,2016-08-24 17:04:00,-1.0,Black,0.2,28.75,18,4,2.0,1,82 days 17:04:00.000000000,82,17.07,1
ANSL_61552,2011-01-19 00:00:00,2019-02-09 12:28:00,0.0,Black,0.03,17.5,0,7,1.0,2,2943 days 12:28:00.000000000,2943,12.47,0
ANSL_56462,2016-11-25 00:00:00,2017-01-15 12:30:00,-1.0,Brown Tabby,0.4,12.06,18,4,2.0,1,51 days 12:30:00.000000000,51,12.5,1
ANSL_57994,2017-12-14 00:00:00,2018-07-28 15:24:00,0.0,Black,0.43,37.19,13,9,1.0,2,226 days 15:24:00.000000000,226,15.4,0
ANSL_60041,2015-12-19 00:00:00,2017-01-11 17:21:00,0.0,Tan,0.03,29.4,0,7,1.0,2,389 days 17:21:00.000000000,389,17.35,0
ANSL_52932,2018-04-14 00:00:00,2018-09-08 16:09:00,1.0,Black,0.83,5.48,0,1,0.0,1,147 days 16:09:00.000000000,147,16.15,0
ANSL_72669,2018-09-10 00:00:00,2019-04-03 11:25:00,2.0,Calico,0.45,7.63,17,9,1.0,1,205 days 11:25:00.000000000,205,11.42,0
ANSL_69236,2015-08-26 00:00:00,2017-09-22 17:02:00,1.0,Red,0.23,10.08,0,1,0.0,2,758 days 17:02:00.000000000,758,17.03,0
ANSL_50095,2013-09-26 00:00:00,2018-10-16 15:32:00,2.0,Buff,0.24,15.92,0,7,1.0,2,1846 days 15:32:00.000000000,1846,15.53,0
ANSL_75304,2018-01-19 00:00:00,2019-04-06 14:09:00,0.0,Brown Tabby,0.13,22.61,0,1,1.0,1,442 days 14:09:00.000000000,442,14.15,0
ANSL_64217,2017-06-30 00:00:00,2017-09-04 10:32:00,2.0,Lynx Point,0.46,21.78,18,4,1.0,1,66 days 10:32:00.000000000,66,10.53,0
ANSL_57278,2014-01-22 00:00:00,2016-09-12 13:20:00,1.0,Blue,0.96,39.83,18,4,0.0,2,964 days 13:20:00.000000000,964,13.33,0
ANSL_76550,2017-03-31 00:00:00,2019-05-05 17:02:00,2.0,Tan,0.85,30.8,0,1,0.0,2,765 days 17:02:00.000000000,765,17.03,0
ANSL_75224,2015-07-19 00:00:00,2019-04-04 12:12:00,1.0,White,0.87,5.49,0,7,0.0,2,1355 days 12:12:00.000000000,1355,12.2,0
ANSL_68443,2017-07-07 00:00:00,2018-07-06 16:36:00,0.0,White,0.62,24.32,0,1,1.0,2,364 days 16:36:00.000000000,364,16.6,0
ANSL_71044,2015-05-21 00:00:00,2017-06-24 16:17:00,0.0,Brown Brindle,0.82,29.77,0,1,1.0,2,765 days 16:17:00.000000000,765,16.28,0
ANSL_50127,2012-06-17 00:00:00,2017-11-18 11:19:00,0.0,Blue,0.9,18.97,0,7,1.0,2,1980 days 11:19:00.000000000,1980,11.32,0
ANSL_64379,2014-01-11 00:00:00,2016-08-08 11:41:00,1.0,Black,0.7,31.76,0,7,0.0,2,940 days 11:41:00.000000000,940,11.68,0
ANSL_55201,2017-01-20 00:00:00,2018-02-10 15:11:00,-1.0,Red,0.33,26.79,15,4,2.0,4,386 days 15:11:00.000000000,386,15.18,1
ANSL_76458,2016-03-31 00:00:00,2019-05-03 16:56:00,1.0,Black,0.16,8.69,0,1,0.0,1,1128 days 16:56:00.000000000,1128,16.93,0
ANSL_58264,2011-04-21 00:00:00,2016-09-09 17:38:00,1.0,White,0.72,12.47,7,1,0.0,2,1968 days 17:38:00.000000000,1968,17.63,0
ANSL_64237,2014-08-13 00:00:00,2017-10-14 11:44:00,2.0,White,0.34,12.22,13,9,0.0,2,1158 days 11:44:00.000000000,1158,11.73,0
ANSL_54882,2015-04-03 00:00:00,2018-06-12 18:13:00,1.0,Tan,0.93,10.67,0,7,0.0,2,1166 days 18:13:00.000000000,1166,18.22,0
ANSL_73326,2009-11-09 00:00:00,2019-01-27 00:00:00,1.0,Orange Tabby,0.58,38.37,13,9,0.0,1,3366 days 00:00:00.000000000,3366,0.0,0
