pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category,days_stayed,total_days_stayed,total_hours_stayed,condition_is_missing,fe_ids,len_in_cm,X1_X2,Area_occupied
ANSL_55412,2018-09-03 00:00:00,2018-10-14 14:01:00,2.0,53,0.25,27.06,13,9,1.0,2,41 days 14:01:00.000000000,41,14.02,0,55412,25.0,117,676.5
ANSL_53845,2018-12-31 00:00:00,2019-03-24 18:56:00,1.0,53,0.96,10.88,0,1,0.0,2,83 days 18:56:00.000000000,83,18.93,0,53845,96.0,0,1044.48
ANSL_57391,2017-03-30 00:00:00,2017-12-27 18:35:00,1.0,48,0.87,17.24,0,1,0.0,2,272 days 18:35:00.000000000,272,18.58,0,57391,87.0,0,1499.8799999999999
ANSL_61149,2014-10-31 00:00:00,2018-04-28 16:26:00,1.0,40,0.71,37.29,13,9,0.0,2,1275 days 16:26:00.000000000,1275,16.43,0,61149,71.0,117,2647.59
ANSL_52099,2012-02-21 00:00:00,2017-03-15 17:56:00,1.0,2,0.13,35.12,0,7,0.0,2,1849 days 17:56:00.000000000,1849,17.93,0,52099,13.0,0,456.55999999999995
ANSL_70093,2016-05-27 00:00:00,2017-03-29 13:23:00,1.0,15,0.42,43.3,0,1,0.0,2,306 days 13:23:00.000000000,306,13.38,0,70093,42.0,0,1818.6
ANSL_66065,2016-12-18 00:00:00,2019-01-12 13:03:00,0.0,7,0.1,17.44,13,9,1.0,1,755 days 13:03:00.000000000,755,13.05,0,66065,10.0,117,174.4
ANSL_58647,2011-12-13 00:00:00,2017-02-24 18:16:00,0.0,40,0.76,49.08,7,1,1.0,2,1900 days 18:16:00.000000000,1900,18.27,0,58647,76.0,7,3730.08
ANSL_59944,2017-01-17 00:00:00,2019-02-11 16:18:00,1.0,2,0.19,31.14,0,1,0.0,2,755 days 16:18:00.000000000,755,16.3,0,59944,19.0,0,591.66
ANSL_72261,2008-06-29 00:00:00,2017-02-20 16:49:00,1.0,40,0.91,10.85,0,1,0.0,2,3158 days 16:49:00.000000000,3158,16.82,0,72261,91.0,0,987.35
ANSL_76058,2017-06-02 00:00:00,2019-04-24 16:37:00,1.0,2,0.4,5.86,0,1,0.0,2,691 days 16:37:00.000000000,691,16.62,0,76058,40.0,0,234.4
ANSL_67228,2015-08-02 00:00:00,2017-08-30 16:33:00,0.0,18,0.5,37.28,0,1,1.0,1,759 days 16:33:00.000000000,759,16.55,0,67228,50.0,0,1864.0
ANSL_56534,2017-12-28 00:00:00,2019-02-09 13:10:00,1.0,2,0.06,8.85,0,1,0.0,2,408 days 13:10:00.000000000,408,13.17,0,56534,6.0,0,53.099999999999994
ANSL_69071,2017-06-29 00:00:00,2017-10-15 12:15:00,0.0,18,0.75,9.71,0,1,1.0,1,108 days 12:15:00.000000000,108,12.25,0,69071,75.0,0,728.2500000000001
ANSL_58820,2016-10-20 00:00:00,2017-03-29 11:35:00,0.0,2,0.79,14.88,7,1,1.0,1,160 days 11:35:00.000000000,160,11.58,0,58820,79.0,7,1175.52
ANSL_60986,2018-12-10 00:00:00,2019-04-03 11:24:00,2.0,30,0.33,11.41,17,9,1.0,1,114 days 11:24:00.000000000,114,11.4,0,60986,33.0,153,376.53000000000003
ANSL_69001,2015-01-06 00:00:00,2017-12-12 17:18:00,0.0,2,0.37,39.34,0,1,1.0,2,1071 days 17:18:00.000000000,1071,17.3,0,69001,37.0,0,1455.5800000000002
ANSL_52957,2016-03-19 00:00:00,2016-09-10 17:03:00,1.0,2,0.39,44.24,0,1,0.0,2,175 days 17:03:00.000000000,175,17.05,0,52957,39.0,0,1725.3600000000001
ANSL_51327,2018-02-15 00:00:00,2018-05-10 18:23:00,0.0,52,0.41,30.6,0,1,1.0,2,84 days 18:23:00.000000000,84,18.38,0,51327,41.0,0,1254.6000000000001
ANSL_66181,2016-06-28 00:00:00,2017-07-18 10:01:00,-1.0,15,0.13,7.52,15,4,2.0,4,385 days 10:01:00.000000000,385,10.02,1,66181,13.0,60,97.75999999999999
ANSL_62430,2013-10-28 00:00:00,2018-06-18 15:12:00,2.0,15,0.8,26.28,0,7,0.0,2,1694 days 15:12:00.000000000,1694,15.2,0,62430,80.0,0,2102.4
ANSL_74623,2010-10-05 00:00:00,2016-07-31 11:25:00,1.0,53,0.59,12.84,13,9,0.0,2,2126 days 11:25:00.000000000,2126,11.42,0,74623,59.0,117,757.56
ANSL_62888,2016-04-10 00:00:00,2017-02-04 18:27:00,0.0,48,0.58,25.1,0,1,1.0,2,300 days 18:27:00.000000000,300,18.45,0,62888,57.99999999999999,0,1455.8
ANSL_74418,2016-05-31 00:00:00,2017-06-23 09:44:00,-1.0,15,0.54,11.95,0,3,2.0,4,388 days 09:44:00.000000000,388,9.73,1,74418,54.0,0,645.3
ANSL_71205,2017-05-18 00:00:00,2018-06-14 17:42:00,1.0,48,0.55,45.14,0,1,0.0,2,392 days 17:42:00.000000000,392,17.7,0,71205,55.00000000000001,0,2482.7000000000003
ANSL_70657,2015-07-12 00:00:00,2016-08-11 12:34:00,0.0,2,0.41,34.2,13,9,1.0,2,396 days 12:34:00.000000000,396,12.57,0,70657,41.0,117,1402.2
ANSL_58329,2015-08-16 00:00:00,2017-05-21 19:04:00,1.0,53,0.4,32.9,0,1,0.0,2,644 days 19:04:00.000000000,644,19.07,0,58329,40.0,0,1316.0
ANSL_69840,2014-09-09 00:00:00,2016-10-07 12:10:00,2.0,49,0.44,20.51,13,9,1.0,1,759 days 12:10:00.000000000,759,12.17,0,69840,44.0,117,902.44
ANSL_60276,2016-11-01 00:00:00,2016-12-21 12:59:00,2.0,38,0.51,19.63,0,7,0.0,1,50 days 12:59:00.000000000,50,12.98,0,60276,51.0,0,1001.13
ANSL_61928,2016-06-23 00:00:00,2016-10-04 12:23:00,0.0,7,0.58,34.39,13,9,1.0,1,103 days 12:23:00.000000000,103,12.38,0,61928,57.99999999999999,117,1994.62
ANSL_66748,2016-07-24 00:00:00,2016-10-10 14:52:00,2.0,18,0.77,7.73,13,9,1.0,1,78 days 14:52:00.000000000,78,14.87,0,66748,77.0,117,595.21
ANSL_66388,2014-06-06 00:00:00,2017-07-07 14:38:00,1.0,15,0.32,26.72,13,9,0.0,2,1127 days 14:38:00.000000000,1127,14.63,0,66388,32.0,117,855.04
ANSL_51538,2014-02-27 00:00:00,2017-03-20 14:52:00,0.0,50,0.52,48.5,0,7,1.0,1,1117 days 14:52:00.000000000,1117,14.87,0,51538,52.0,0,2522.0
ANSL_68804,2017-04-28 00:00:00,2017-06-12 09:48:00,2.0,50,0.06,33.44,9,2,1.0,1,45 days 09:48:00.000000000,45,9.8,0,68804,6.0,18,200.64
ANSL_62267,2017-05-25 00:00:00,2018-03-27 09:41:00,1.0,7,0.59,26.7,7,1,0.0,2,306 days 09:41:00.000000000,306,9.68,0,62267,59.0,7,1575.3
ANSL_54860,2016-11-29 00:00:00,2017-04-17 11:18:00,0.0,26,0.89,29.99,7,1,1.0,1,139 days 11:18:00.000000000,139,11.3,0,54860,89.0,7,2669.1099999999997
ANSL_74826,2018-01-06 00:00:00,2018-05-02 18:56:00,0.0,2,0.86,10.41,0,1,1.0,2,116 days 18:56:00.000000000,116,18.93,0,74826,86.0,0,895.26
ANSL_65837,2016-10-20 00:00:00,2017-09-10 00:00:00,2.0,54,0.1,39.57,13,9,1.0,2,325 days 00:00:00.000000000,325,0.0,0,65837,10.0,117,395.7
ANSL_66835,2016-11-22 00:00:00,2016-12-18 12:19:00,2.0,2,0.38,9.33,13,9,0.0,1,26 days 12:19:00.000000000,26,12.32,0,66835,38.0,117,354.54
ANSL_59334,2016-10-01 00:00:00,2017-08-03 00:00:00,0.0,40,0.72,46.78,0,1,1.0,2,306 days 00:00:00.000000000,306,0.0,0,59334,72.0,0,3368.16
ANSL_65397,2013-09-19 00:00:00,2016-10-12 16:34:00,1.0,53,0.48,10.83,0,7,0.0,2,1119 days 16:34:00.000000000,1119,16.57,0,65397,48.0,0,519.84
ANSL_76163,2012-05-15 00:00:00,2019-04-27 12:58:00,1.0,2,0.27,10.77,0,7,0.0,1,2538 days 12:58:00.000000000,2538,12.97,0,76163,27.0,0,290.78999999999996
ANSL_52509,2015-04-15 00:00:00,2018-05-07 09:00:00,0.0,18,0.15,41.7,16,9,1.0,1,1118 days 09:00:00.000000000,1118,9.0,0,52509,15.0,144,625.5
ANSL_71489,2016-09-25 00:00:00,2017-10-16 09:00:00,0.0,18,0.86,33.32,16,9,1.0,1,386 days 09:00:00.000000000,386,9.0,0,71489,86.0,144,2865.52
ANSL_65422,2016-12-21 00:00:00,2017-04-17 12:34:00,1.0,40,0.19,46.14,0,1,0.0,2,117 days 12:34:00.000000000,117,12.57,0,65422,19.0,0,876.66
ANSL_76026,2013-03-31 00:00:00,2019-04-23 18:02:00,0.0,2,0.86,14.83,0,7,1.0,2,2214 days 18:02:00.000000000,2214,18.03,0,76026,86.0,0,1275.38
ANSL_73518,2014-07-06 00:00:00,2016-07-26 18:02:00,0.0,21,0.92,9.4,0,7,1.0,1,751 days 18:02:00.000000000,751,18.03,0,73518,92.0,0,864.8000000000001
ANSL_63283,2016-07-10 00:00:00,2017-08-16 13:39:00,1.0,18,0.03,36.84,0,1,0.0,1,402 days 13:39:00.000000000,402,13.65,0,63283,3.0,0,110.52000000000001
ANSL_73477,2016-02-15 00:00:00,2018-03-10 12:47:00,0.0,15,0.89,31.71,0,7,1.0,2,754 days 12:47:00.000000000,754,12.78,0,73477,89.0,0,2822.19
ANSL_72273,2013-09-26 00:00:00,2018-10-27 18:54:00,0.0,48,0.84,42.41,0,7,1.0,2,1857 days 18:54:00.000000000,1857,18.9,0,72273,84.0,0,3562.4399999999996
ANSL_68688,2016-09-29 00:00:00,2017-10-24 16:57:00,0.0,53,0.82,11.86,0,1,1.0,2,390 days 16:57:00.000000000,390,16.95,0,68688,82.0,0,972.52
ANSL_60955,2015-05-03 00:00:00,2018-02-23 16:06:00,1.0,54,1.0,34.57,0,1,0.0,2,1027 days 16:06:00.000000000,1027,16.1,0,60955,100.0,0,3457.0
ANSL_69879,2016-09-02 00:00:00,2017-06-03 19:09:00,1.0,9,0.4,49.29,0,7,0.0,2,274 days 19:09:00.000000000,274,19.15,0,69879,40.0,0,1971.6
ANSL_57260,2016-10-20 00:00:00,2019-04-01 15:58:00,0.0,7,0.42,43.13,0,1,1.0,2,893 days 15:58:00.000000000,893,15.97,0,57260,42.0,0,1811.46
ANSL_55463,2017-08-14 00:00:00,2017-11-09 12:09:00,1.0,29,0.62,37.64,0,1,0.0,2,87 days 12:09:00.000000000,87,12.15,0,55463,62.0,0,2333.68
ANSL_71108,2016-07-14 00:00:00,2017-01-15 14:58:00,1.0,12,0.58,39.07,0,1,0.0,1,185 days 14:58:00.000000000,185,14.97,0,71108,57.99999999999999,0,2266.06
ANSL_55522,2014-06-09 00:00:00,2017-06-30 14:28:00,2.0,2,0.82,9.84,11,4,0.0,4,1117 days 14:28:00.000000000,1117,14.47,0,55522,82.0,44,806.88
ANSL_50154,2017-12-23 00:00:00,2018-10-20 00:00:00,2.0,2,0.59,41.79,13,9,1.0,4,301 days 00:00:00.000000000,301,0.0,0,50154,59.0,117,2465.61
ANSL_52934,2015-03-02 00:00:00,2019-01-22 15:07:00,1.0,7,0.85,30.09,0,7,0.0,2,1422 days 15:07:00.000000000,1422,15.12,0,52934,85.0,0,2557.65
ANSL_54441,2014-01-01 00:00:00,2018-01-23 16:18:00,2.0,2,0.06,13.4,0,7,0.0,2,1483 days 16:18:00.000000000,1483,16.3,0,54441,6.0,0,80.4
ANSL_70350,2018-08-07 00:00:00,2018-12-03 18:32:00,0.0,2,0.25,26.94,0,1,1.0,2,118 days 18:32:00.000000000,118,18.53,0,70350,25.0,0,673.5
ANSL_62840,2016-05-26 00:00:00,2016-11-24 16:17:00,0.0,53,0.91,39.0,13,9,1.0,2,182 days 16:17:00.000000000,182,16.28,0,62840,91.0,117,3549.0
ANSL_72458,2014-07-21 00:00:00,2017-09-07 13:18:00,0.0,16,0.82,21.31,0,7,1.0,2,1144 days 13:18:00.000000000,1144,13.3,0,72458,82.0,0,1747.4199999999998
ANSL_74457,2009-03-25 00:00:00,2017-02-23 12:08:00,0.0,2,0.58,21.53,0,7,1.0,2,2892 days 12:08:00.000000000,2892,12.13,0,74457,57.99999999999999,0,1248.74
ANSL_61736,2008-04-16 00:00:00,2018-05-21 19:15:00,0.0,53,0.37,32.55,0,1,1.0,1,3687 days 19:15:00.000000000,3687,19.25,0,61736,37.0,0,1204.35
ANSL_56274,2012-03-18 00:00:00,2017-04-26 14:23:00,1.0,15,0.91,22.56,0,1,0.0,2,1865 days 14:23:00.000000000,1865,14.38,0,56274,91.0,0,2052.96
ANSL_67369,2016-08-17 00:00:00,2016-09-09 14:52:00,-1.0,53,0.44,28.3,13,9,2.0,1,23 days 14:52:00.000000000,23,14.87,1,67369,44.0,117,1245.2
ANSL_71648,2015-09-12 00:00:00,2016-11-24 13:13:00,0.0,18,0.56,22.13,0,1,1.0,1,439 days 13:13:00.000000000,439,13.22,0,71648,56.00000000000001,0,1239.2800000000002
ANSL_63611,2016-06-11 00:00:00,2017-05-14 13:27:00,1.0,48,0.0,13.99,0,1,0.0,2,337 days 13:27:00.000000000,337,13.45,0,63611,0.0,0,0.0
ANSL_55525,2018-10-14 00:00:00,2019-02-19 13:00:00,0.0,18,0.37,16.24,0,1,1.0,1,128 days 13:00:00.000000000,128,13.0,0,55525,37.0,0,600.88
ANSL_56261,2017-03-21 00:00:00,2018-04-16 17:05:00,0.0,23,0.44,8.77,0,1,1.0,2,391 days 17:05:00.000000000,391,17.08,0,56261,44.0,0,385.88
ANSL_55390,2015-10-10 00:00:00,2017-12-22 18:54:00,0.0,7,0.79,41.75,0,7,1.0,2,804 days 18:54:00.000000000,804,18.9,0,55390,79.0,0,3298.25
ANSL_59084,2017-03-14 00:00:00,2018-05-21 15:00:00,1.0,53,0.09,22.7,0,1,0.0,2,433 days 15:00:00.000000000,433,15.0,0,59084,9.0,0,204.29999999999998
ANSL_71239,2014-12-25 00:00:00,2016-07-21 19:01:00,0.0,2,0.95,45.62,0,1,1.0,2,574 days 19:01:00.000000000,574,19.02,0,71239,95.0,0,4333.9
ANSL_64517,2009-11-19 00:00:00,2017-12-10 18:14:00,1.0,53,0.18,27.22,0,7,0.0,2,2943 days 18:14:00.000000000,2943,18.23,0,64517,18.0,0,489.96
ANSL_76342,2018-07-01 00:00:00,2019-04-24 17:36:00,1.0,53,0.36,32.39,0,1,0.0,2,297 days 17:36:00.000000000,297,17.6,0,76342,36.0,0,1166.04
ANSL_66511,2015-10-03 00:00:00,2016-08-08 16:56:00,1.0,9,0.22,16.38,0,7,0.0,2,310 days 16:56:00.000000000,310,16.93,0,66511,22.0,0,360.35999999999996
ANSL_64402,2017-03-25 00:00:00,2018-04-15 11:27:00,-1.0,15,0.87,39.76,11,4,2.0,4,386 days 11:27:00.000000000,386,11.45,1,64402,87.0,44,3459.12
ANSL_75970,2018-11-25 00:00:00,2019-04-22 16:29:00,0.0,49,0.48,23.84,0,1,1.0,1,148 days 16:29:00.000000000,148,16.48,0,75970,48.0,0,1144.32
ANSL_71983,2018-12-22 00:00:00,2019-03-16 16:06:00,1.0,18,0.33,40.69,0,1,0.0,1,84 days 16:06:00.000000000,84,16.1,0,71983,33.0,0,1342.77
ANSL_76726,2018-06-10 00:00:00,2019-05-09 17:16:00,0.0,2,0.22,29.2,0,1,1.0,2,333 days 17:16:00.000000000,333,17.27,0,76726,22.0,0,642.4
ANSL_51556,2010-09-29 00:00:00,2018-10-20 00:00:00,1.0,38,0.08,38.89,13,9,0.0,1,2943 days 00:00:00.000000000,2943,0.0,0,51556,8.0,117,311.12
ANSL_65518,2015-04-21 00:00:00,2016-07-27 15:41:00,1.0,2,0.56,26.14,0,7,0.0,2,463 days 15:41:00.000000000,463,15.68,0,65518,56.00000000000001,0,1463.8400000000001
ANSL_51985,2017-04-07 00:00:00,2017-08-29 08:22:00,-1.0,40,0.78,9.26,0,3,2.0,4,144 days 08:22:00.000000000,144,8.37,1,51985,78.0,0,722.28
ANSL_67464,2017-07-29 00:00:00,2017-11-16 17:55:00,1.0,2,0.18,26.4,7,1,0.0,1,110 days 17:55:00.000000000,110,17.92,0,67464,18.0,7,475.2
ANSL_63267,2017-04-11 00:00:00,2018-03-05 11:15:00,2.0,15,0.59,22.08,13,9,0.0,2,328 days 11:15:00.000000000,328,11.25,0,63267,59.0,117,1302.7199999999998
ANSL_64371,2017-10-21 00:00:00,2017-11-23 16:14:00,-1.0,18,0.01,19.06,13,9,2.0,1,33 days 16:14:00.000000000,33,16.23,1,64371,1.0,117,19.06
ANSL_72154,2016-08-12 00:00:00,2018-09-30 18:44:00,0.0,2,0.2,33.16,0,1,1.0,2,779 days 18:44:00.000000000,779,18.73,0,72154,20.0,0,663.1999999999999
ANSL_62917,2015-10-02 00:00:00,2017-11-01 17:18:00,2.0,16,0.11,13.76,0,7,0.0,2,761 days 17:18:00.000000000,761,17.3,0,62917,11.0,0,151.35999999999999
ANSL_57900,2018-05-12 00:00:00,2018-09-29 17:34:00,2.0,2,0.81,45.37,0,1,1.0,1,140 days 17:34:00.000000000,140,17.57,0,57900,81.0,0,3674.97
ANSL_73533,2017-06-11 00:00:00,2018-07-08 00:00:00,1.0,25,0.32,18.28,13,9,0.0,2,392 days 00:00:00.000000000,392,0.0,0,73533,32.0,117,584.96
ANSL_69029,2008-12-17 00:00:00,2018-12-07 14:00:00,0.0,18,0.79,24.58,0,1,1.0,1,3642 days 14:00:00.000000000,3642,14.0,0,69029,79.0,0,1941.82
ANSL_70551,2015-06-06 00:00:00,2017-07-19 18:58:00,0.0,27,0.65,38.9,0,1,1.0,2,774 days 18:58:00.000000000,774,18.97,0,70551,65.0,0,2528.5
ANSL_65138,2016-09-08 00:00:00,2016-10-14 15:39:00,-1.0,18,0.51,12.92,13,9,2.0,1,36 days 15:39:00.000000000,36,15.65,1,65138,51.0,117,658.92
ANSL_69476,2016-05-17 00:00:00,2017-04-14 13:05:00,1.0,53,0.83,7.51,13,9,0.0,2,332 days 13:05:00.000000000,332,13.08,0,69476,83.0,117,623.3299999999999
ANSL_76408,2016-09-17 00:00:00,2017-11-02 18:17:00,1.0,48,0.16,32.14,0,1,0.0,2,411 days 18:17:00.000000000,411,18.28,0,76408,16.0,0,514.24
ANSL_59002,2015-07-17 00:00:00,2016-08-06 16:40:00,-1.0,40,0.45,33.86,15,4,2.0,4,386 days 16:40:00.000000000,386,16.67,1,59002,45.0,60,1523.7
ANSL_76421,2019-02-07 00:00:00,2019-05-02 17:43:00,1.0,2,0.59,27.78,0,1,0.0,2,84 days 17:43:00.000000000,84,17.72,0,76421,59.0,0,1639.02
ANSL_54181,2018-08-08 00:00:00,2018-12-12 14:29:00,2.0,2,0.12,8.05,7,1,1.0,4,126 days 14:29:00.000000000,126,14.48,0,54181,12.0,7,96.60000000000001
ANSL_60286,2018-07-15 00:00:00,2018-09-11 12:49:00,2.0,38,0.28,7.07,13,9,0.0,1,58 days 12:49:00.000000000,58,12.82,0,60286,28.000000000000004,117,197.96000000000004
ANSL_73133,2017-09-17 00:00:00,2017-11-12 15:40:00,2.0,18,0.97,41.53,13,9,1.0,1,56 days 15:40:00.000000000,56,15.67,0,73133,97.0,117,4028.4100000000003
ANSL_72234,2016-08-25 00:00:00,2016-12-19 17:50:00,1.0,16,0.06,28.33,0,1,0.0,2,116 days 17:50:00.000000000,116,17.83,0,72234,6.0,0,169.98
ANSL_65788,2016-06-24 00:00:00,2016-09-26 09:29:00,2.0,18,0.53,41.89,7,1,0.0,1,94 days 09:29:00.000000000,94,9.48,0,65788,53.0,7,2220.17
ANSL_69669,2018-07-28 00:00:00,2018-11-21 13:33:00,2.0,2,0.38,19.54,13,9,0.0,1,116 days 13:33:00.000000000,116,13.55,0,69669,38.0,117,742.52
ANSL_60915,2016-07-25 00:00:00,2016-12-17 17:18:00,1.0,18,0.83,49.4,0,1,0.0,1,145 days 17:18:00.000000000,145,17.3,0,60915,83.0,0,4100.2
ANSL_71641,2018-09-10 00:00:00,2018-12-12 18:56:00,1.0,18,0.81,23.45,0,1,0.0,1,93 days 18:56:00.000000000,93,18.93,0,71641,81.0,0,1899.45
ANSL_50589,2014-08-25 00:00:00,2017-03-10 17:06:00,1.0,2,0.27,29.15,0,1,0.0,2,928 days 17:06:00.000000000,928,17.1,0,50589,27.0,0,787.05
ANSL_53882,2018-03-27 00:00:00,2018-06-16 11:18:00,1.0,53,0.04,29.21,0,1,0.0,2,81 days 11:18:00.000000000,81,11.3,0,53882,4.0,0,116.84
ANSL_68485,2017-04-09 00:00:00,2017-10-06 22:03:00,0.0,54,0.49,49.83,0,1,1.0,2,180 days 22:03:00.000000000,180,22.05,0,68485,49.0,0,2441.67
ANSL_61449,2016-05-02 00:00:00,2018-05-23 00:00:00,1.0,2,0.87,22.21,13,9,0.0,2,751 days 00:00:00.000000000,751,0.0,0,61449,87.0,117,1932.27
ANSL_50173,2018-07-17 00:00:00,2018-10-13 17:28:00,2.0,2,0.31,27.39,13,9,1.0,2,88 days 17:28:00.000000000,88,17.47,0,50173,31.0,117,849.09
ANSL_54950,2016-07-26 00:00:00,2018-12-08 11:12:00,1.0,2,0.91,29.6,0,7,0.0,2,865 days 11:12:00.000000000,865,11.2,0,54950,91.0,0,2693.6
ANSL_67624,2015-07-04 00:00:00,2017-03-10 00:00:00,1.0,26,0.97,11.77,13,9,0.0,1,615 days 00:00:00.000000000,615,0.0,0,67624,97.0,117,1141.69
ANSL_54480,2008-03-24 00:00:00,2018-08-18 18:01:00,0.0,48,0.31,46.7,0,1,1.0,2,3799 days 18:01:00.000000000,3799,18.02,0,54480,31.0,0,1447.7
ANSL_65124,2017-06-24 00:00:00,2017-10-09 14:03:00,1.0,38,0.43,33.57,0,1,0.0,1,107 days 14:03:00.000000000,107,14.05,0,65124,43.0,0,1443.51
ANSL_52358,2012-08-26 00:00:00,2018-09-23 22:33:00,2.0,15,0.65,20.44,0,7,0.0,2,2219 days 22:33:00.000000000,2219,22.55,0,52358,65.0,0,1328.6000000000001
ANSL_72077,2017-07-22 00:00:00,2017-12-10 09:28:00,0.0,18,0.58,16.47,7,1,1.0,1,141 days 09:28:00.000000000,141,9.47,0,72077,57.99999999999999,7,955.2599999999998
ANSL_53414,2016-03-27 00:00:00,2017-04-24 15:34:00,1.0,52,0.94,47.47,0,1,0.0,2,393 days 15:34:00.000000000,393,15.57,0,53414,94.0,0,4462.18
ANSL_76606,2017-04-07 00:00:00,2019-05-07 12:25:00,1.0,38,0.28,31.37,13,9,0.0,1,760 days 12:25:00.000000000,760,12.42,0,76606,28.000000000000004,117,878.3600000000001
ANSL_67194,2017-10-31 00:00:00,2018-11-24 11:38:00,-1.0,15,0.23,40.84,15,4,2.0,4,389 days 11:38:00.000000000,389,11.63,1,67194,23.0,60,939.32
ANSL_71368,2017-02-12 00:00:00,2018-02-23 17:42:00,1.0,18,0.24,21.66,0,1,0.0,1,376 days 17:42:00.000000000,376,17.7,0,71368,24.0,0,519.84
ANSL_64928,2017-08-07 00:00:00,2018-01-03 16:01:00,0.0,21,0.09,33.31,13,9,1.0,1,149 days 16:01:00.000000000,149,16.02,0,64928,9.0,117,299.79
ANSL_52253,2015-03-11 00:00:00,2017-03-30 16:49:00,0.0,40,0.59,15.44,0,7,1.0,2,750 days 16:49:00.000000000,750,16.82,0,52253,59.0,0,910.9599999999999
ANSL_65234,2018-08-23 00:00:00,2018-11-26 00:00:00,1.0,7,0.2,35.86,13,9,0.0,1,95 days 00:00:00.000000000,95,0.0,0,65234,20.0,117,717.2
ANSL_54094,2018-05-17 00:00:00,2018-08-28 18:24:00,0.0,9,0.67,5.56,0,1,1.0,2,103 days 18:24:00.000000000,103,18.4,0,54094,67.0,0,372.52
ANSL_54905,2017-08-01 00:00:00,2018-09-30 15:34:00,0.0,15,0.68,40.96,13,9,1.0,2,425 days 15:34:00.000000000,425,15.57,0,54905,68.0,117,2785.28
ANSL_70724,2010-03-08 00:00:00,2018-03-29 12:41:00,2.0,23,0.86,38.06,0,7,1.0,2,2943 days 12:41:00.000000000,2943,12.68,0,70724,86.0,0,3273.1600000000003
ANSL_72465,2015-05-16 00:00:00,2017-06-18 17:21:00,2.0,2,0.12,44.56,1,4,1.0,2,764 days 17:21:00.000000000,764,17.35,0,72465,12.0,4,534.72
ANSL_76162,2017-07-23 00:00:00,2019-04-27 12:02:00,1.0,18,0.98,33.17,0,1,0.0,1,643 days 12:02:00.000000000,643,12.03,0,76162,98.0,0,3250.6600000000003
ANSL_58725,2016-01-26 00:00:00,2018-02-17 09:00:00,0.0,50,0.06,42.83,17,9,1.0,1,753 days 09:00:00.000000000,753,9.0,0,58725,6.0,153,256.98
ANSL_56387,2007-01-07 00:00:00,2017-05-20 19:00:00,1.0,48,0.56,44.54,0,1,0.0,2,3786 days 19:00:00.000000000,3786,19.0,0,56387,56.00000000000001,0,2494.2400000000002
ANSL_76581,2014-12-25 00:00:00,2019-05-06 15:29:00,0.0,23,0.34,37.71,0,7,1.0,2,1593 days 15:29:00.000000000,1593,15.48,0,76581,34.0,0,1282.14
ANSL_74937,2016-08-04 00:00:00,2016-10-31 18:07:00,2.0,21,0.61,19.61,0,1,1.0,1,88 days 18:07:00.000000000,88,18.12,0,74937,61.0,0,1196.21
ANSL_54578,2016-08-07 00:00:00,2018-09-06 19:13:00,1.0,23,0.9,32.6,0,1,0.0,2,760 days 19:13:00.000000000,760,19.22,0,54578,90.0,0,2934.0
ANSL_61393,2017-04-15 00:00:00,2017-05-25 00:00:00,2.0,17,0.59,18.91,13,9,0.0,2,40 days 00:00:00.000000000,40,0.0,0,61393,59.0,117,1115.69
ANSL_74260,2015-09-18 00:00:00,2016-10-18 19:16:00,2.0,48,0.32,7.54,13,9,0.0,2,396 days 19:16:00.000000000,396,19.27,0,74260,32.0,117,241.28
ANSL_75371,2018-11-29 00:00:00,2019-04-07 18:05:00,0.0,2,0.97,10.95,0,1,1.0,2,129 days 18:05:00.000000000,129,18.08,0,75371,97.0,0,1062.1499999999999
ANSL_74376,2013-12-25 00:00:00,2017-01-30 18:44:00,0.0,2,0.09,22.63,0,7,1.0,2,1132 days 18:44:00.000000000,1132,18.73,0,74376,9.0,0,203.67
ANSL_60267,2016-05-23 00:00:00,2018-06-21 17:45:00,1.0,12,0.11,22.64,0,1,0.0,1,759 days 17:45:00.000000000,759,17.75,0,60267,11.0,0,249.04000000000002
ANSL_54496,2014-05-02 00:00:00,2016-10-02 18:02:00,1.0,45,0.88,13.52,0,7,0.0,2,884 days 18:02:00.000000000,884,18.03,0,54496,88.0,0,1189.76
ANSL_55309,2017-06-30 00:00:00,2017-10-08 16:47:00,0.0,7,0.34,6.23,0,1,1.0,1,100 days 16:47:00.000000000,100,16.78,0,55309,34.0,0,211.82000000000002
ANSL_53041,2017-07-05 00:00:00,2018-02-23 17:02:00,1.0,2,0.04,17.57,0,1,0.0,2,233 days 17:02:00.000000000,233,17.03,0,53041,4.0,0,70.28
ANSL_56287,2016-07-03 00:00:00,2016-09-30 19:11:00,0.0,18,0.84,15.67,0,1,1.0,1,89 days 19:11:00.000000000,89,19.18,0,56287,84.0,0,1316.28
ANSL_67608,2018-06-02 00:00:00,2019-01-28 16:16:00,1.0,15,0.43,19.21,0,1,0.0,2,240 days 16:16:00.000000000,240,16.27,0,67608,43.0,0,826.0300000000001
ANSL_57439,2017-07-12 00:00:00,2017-09-13 12:08:00,2.0,2,0.95,26.21,13,9,0.0,1,63 days 12:08:00.000000000,63,12.13,0,57439,95.0,117,2489.9500000000003
